run_id,label,condition,window,sample_index,raw_x,dt_us,host_time_s
normal_50_03,0,normal,0,0,16396,0,1789348815.541281
normal_50_03,0,normal,0,1,16304,1004,1789348815.541281
normal_50_03,0,normal,0,2,16440,998,1789348815.541281
normal_50_03,0,normal,0,3,16416,996,1789348815.541281
normal_50_03,0,normal,0,4,16480,1002,1789348815.541281
normal_50_03,0,normal,0,5,16396,997,1789348815.541281
normal_50_03,0,normal,0,6,16368,999,1789348815.541281
normal_50_03,0,normal,0,7,16380,1000,1789348815.541281
normal_50_03,0,normal,0,8,16324,996,1789348815.541281
normal_50_03,0,normal,0,9,16380,1000,1789348815.541281
normal_50_03,0,normal,0,10,16372,1000,1789348815.541281
normal_50_03,0,normal,0,11,16348,999,1789348815.541281
normal_50_03,0,normal,0,12,16380,999,1789348815.541281
normal_50_03,0,normal,0,13,16424,997,1789348815.541281
normal_50_03,0,normal,0,14,16352,998,1789348815.541281
normal_50_03,0,normal,0,15,16424,1001,1789348815.541281
normal_50_03,0,normal,0,16,16280,999,1789348815.541281
normal_50_03,0,normal,0,17,16416,995,1789348815.541281
normal_50_03,0,normal,0,18,16392,1000,1789348815.541281
normal_50_03,0,normal,0,19,16396,998,1789348815.541281
normal_50_03,0,normal,0,20,16376,1000,1789348815.541281
normal_50_03,0,normal,0,21,16436,998,1789348815.541281
normal_50_03,0,normal,0,22,16300,1001,1789348815.541281
normal_50_03,0,normal,0,23,16356,995,1789348815.541281
normal_50_03,0,normal,0,24,16340,1003,1789348815.541281
normal_50_03,0,normal,0,25,16476,996,1789348815.541281
normal_50_03,0,normal,0,26,16332,1001,1789348815.541281
normal_50_03,0,normal,0,27,16384,998,1789348815.541281
normal_50_03,0,normal,0,28,16380,997,1789348815.541281
normal_50_03,0,normal,0,29,16336,998,1789348815.541281
normal_50_03,0,normal,0,30,16376,1002,1789348815.541281
normal_50_03,0,normal,0,31,16372,997,1789348815.541281
normal_50_03,0,normal,0,32,16212,999,1789348815.541281
normal_50_03,0,normal,0,33,16444,999,1789348815.541281
normal_50_03,0,normal,0,34,16356,1000,1789348815.541281
normal_50_03,0,normal,0,35,16364,1002,1789348815.541281
normal_50_03,0,normal,0,36,16272,998,1789348815.541281
normal_50_03,0,normal,0,37,16448,997,1789348815.541281
normal_50_03,0,normal,0,38,16456,997,1789348815.541281
normal_50_03,0,normal,0,39,16416,998,1789348815.541281
normal_50_03,0,normal,0,40,16380,1001,1789348815.541281
normal_50_03,0,normal,0,41,16372,996,1789348815.541281
normal_50_03,0,normal,0,42,16464,1000,1789348815.541281
normal_50_03,0,normal,0,43,16324,1001,1789348815.541281
normal_50_03,0,normal,0,44,16332,999,1789348815.541281
normal_50_03,0,normal,0,45,16404,999,1789348815.541281
normal_50_03,0,normal,0,46,16352,999,1789348815.541281
normal_50_03,0,normal,0,47,16372,996,1789348815.541281
normal_50_03,0,normal,0,48,16376,998,1789348815.541281
normal_50_03,0,normal,0,49,16368,1001,1789348815.541281
normal_50_03,0,normal,0,50,16396,998,1789348815.541281
normal_50_03,0,normal,0,51,16412,1000,1789348815.541281
normal_50_03,0,normal,0,52,16504,999,1789348815.541281
normal_50_03,0,normal,0,53,16316,996,1789348815.541281
normal_50_03,0,normal,0,54,16324,1001,1789348815.541281
normal_50_03,0,normal,0,55,16276,998,1789348815.541281
normal_50_03,0,normal,0,56,16368,999,1789348815.541281
normal_50_03,0,normal,0,57,16300,1002,1789348815.541281
normal_50_03,0,normal,0,58,16312,998,1789348815.541281
normal_50_03,0,normal,0,59,16360,999,1789348815.541281
normal_50_03,0,normal,0,60,16404,996,1789348815.541281
normal_50_03,0,normal,0,61,16288,1000,1789348815.541281
normal_50_03,0,normal,0,62,16440,998,1789348815.541281
normal_50_03,0,normal,0,63,16312,996,1789348815.541281
normal_50_03,0,normal,1,0,16276,0,1789348815.924938
normal_50_03,0,normal,1,1,16284,996,1789348815.924938
normal_50_03,0,normal,1,2,16304,1004,1789348815.924938
normal_50_03,0,normal,1,3,16388,996,1789348815.924938
normal_50_03,0,normal,1,4,16296,999,1789348815.924938
normal_50_03,0,normal,1,5,16372,1001,1789348815.924938
normal_50_03,0,normal,1,6,16376,998,1789348815.924938
normal_50_03,0,normal,1,7,16316,998,1789348815.924938
normal_50_03,0,normal,1,8,16344,1000,1789348815.924938
normal_50_03,0,normal,1,9,16292,1000,1789348815.924938
normal_50_03,0,normal,1,10,16324,998,1789348815.924938
normal_50_03,0,normal,1,11,16380,997,1789348815.924938
normal_50_03,0,normal,1,12,16384,1002,1789348815.924938
normal_50_03,0,normal,1,13,16352,997,1789348815.924938
normal_50_03,0,normal,1,14,16376,1000,1789348815.924938
normal_50_03,0,normal,1,15,16320,995,1789348815.924938
normal_50_03,0,normal,1,16,16348,1001,1789348815.924938
normal_50_03,0,normal,1,17,16372,997,1789348815.924938
