RESULT,sensor,0,846,833,18,26,1,1,1,1,2,13,13,17,17,43,-47
SAFETY,warning,0,derated,0,latched,0,watchdog,0,cause,0,consecutive,0,abnormal_total,0
RESULT,sensor,0,847,833,18,26,1,1,1,1,1,16,15,21,20,65,-68
SAFETY,warning,0,derated,0,latched,0,watchdog,0,cause,0,consecutive,0,abnormal_total,0
RESULT,sensor,0,846,833,18,26,1,1,0,2,2,11,11,14,13,24,-27
SAFETY,warning,0,derated,0,latched,0,watchdog,0,cause,0,consecutive,0,abnormal_total,0
